"ide_entrada","ide_portaria","des_portaria","tim_entrada","data_entrada","hora_minuto_entrada","ide_destino","desdestinoGenerico"
2061937,1,Anexo I,2025-10-28 10:20:19.023,28/10/2025,"10:20",,Depes
2061938,4,Anexo IV - A,2025-10-28 10:20:24.293,28/10/2025,"10:20",,Dep. Igor Timo- Anexo: 4 Gabinete: 726
2061927,2,Anexo II - A,2025-10-28 10:19:00.250,28/10/2025,"10:19",,CIDR
2061928,4,Anexo IV - A,2025-10-28 10:19:01.990,28/10/2025,"10:19",,Dep. João Daniel- Anexo: 4 Gabinete: 605
2061929,4,Anexo IV - A,2025-10-28 10:19:08.430,28/10/2025,"10:19",,Dep. João Daniel- Anexo: 4 Gabinete: 605
2061930,2,Anexo II - A,2025-10-28 10:19:20.063,28/10/2025,"10:19",,Dep. Soraya Santos- Anexo: 4 Gabinete: 324
2061931,4,Anexo IV - A,2025-10-28 10:19:39.360,28/10/2025,"10:19",20,Restaurante
2061932,8,Anexo IV - G,2025-10-28 10:19:42.183,28/10/2025,"10:19",,Dep. Marcos Aurélio Sampaio- Anexo: 3 Gabinete: 771
2061921,2,Anexo II - A,2025-10-28 10:17:58.457,28/10/2025,"10:17",,COMISSOES
2061922,4,Anexo IV - A,2025-10-28 10:18:18.850,28/10/2025,"10:18",,Dep. Andreia Siqueira- Anexo: 4 Gabinete: 408
2061923,4,Anexo IV - A,2025-10-28 10:18:22.773,28/10/2025,"10:18",,banheiro
2061924,4,Anexo IV - A,2025-10-28 10:18:30.790,28/10/2025,"10:18",,Dep. Andreia Siqueira- Anexo: 4 Gabinete: 408
2061925,3,Anexo III,2025-10-28 10:18:42.120,28/10/2025,"10:18",10,Plenário 10
2061926,8,Anexo IV - G,2025-10-28 10:18:48.817,28/10/2025,"10:18",,Dep. Marcos Aurélio Sampaio- Anexo: 3 Gabinete: 771
2061915,4,Anexo IV - A,2025-10-28 10:17:22.827,28/10/2025,"10:17",,Dep. Toninho Wandscheer- Anexo: 4 Gabinete: 902
2061916,2,Anexo II - A,2025-10-28 10:17:32.147,28/10/2025,"10:17",,Dep. Bacelar- Anexo: 3 Gabinete: 783
2061917,2,Anexo II - A,2025-10-28 10:17:41.947,28/10/2025,"10:17",,Dep. Prof. Reginaldo Veras- Anexo: 3 Gabinete: 293
2061918,8,Anexo IV - G,2025-10-28 10:17:45.470,28/10/2025,"10:17",,Dep. Marcos Aurélio Sampaio- Anexo: 3 Gabinete: 771
2061919,2,Anexo II - A,2025-10-28 10:17:50.060,28/10/2025,"10:17",10,Plenário 10
2061920,3,Anexo III,2025-10-28 10:17:53.417,28/10/2025,"10:17",,Dep. Aureo Ribeiro- Anexo: 4 Gabinete: 212
2061909,2,Anexo II - A,2025-10-28 10:16:55.423,28/10/2025,"10:16",,Dep. Antonio Carlos Rodrigues- Anexo: 3 Gabinete: 683
2061910,4,Anexo IV - A,2025-10-28 10:17:02.793,28/10/2025,"10:17",,Dep. Lídice da Mata- Anexo: 4 Gabinete: 913
2061911,3,Anexo III,2025-10-28 10:17:07.787,28/10/2025,"10:17",,Dep. Sidney Leite- Anexo: 3 Gabinete: 770
2061912,8,Anexo IV - G,2025-10-28 10:17:08.563,28/10/2025,"10:17",,Dep. Marcos Aurélio Sampaio- Anexo: 3 Gabinete: 771
2061913,2,Anexo II - A,2025-10-28 10:17:09.327,28/10/2025,"10:17",13,Plenário 13
2061914,3,Anexo III,2025-10-28 10:17:09.900,28/10/2025,"10:17",,Dep. Aureo Ribeiro- Anexo: 4 Gabinete: 212
2061903,2,Anexo II - A,2025-10-28 10:16:32.127,28/10/2025,"10:16",,Dep. Antonio Carlos Rodrigues- Anexo: 3 Gabinete: 683
2061904,8,Anexo IV - G,2025-10-28 10:16:34.143,28/10/2025,"10:16",,Dep. Marcos Aurélio Sampaio- Anexo: 3 Gabinete: 771
2061905,2,Anexo II - A,2025-10-28 10:16:35.257,28/10/2025,"10:16",,PT
2061906,3,Anexo III,2025-10-28 10:16:38.907,28/10/2025,"10:16",20,Restaurante
2061907,4,Anexo IV - A,2025-10-28 10:16:45.833,28/10/2025,"10:16",,Dep. Elmar Nascimento- Anexo: 4 Gabinete: 332
2061908,5,Chapelaria,2025-10-28 10:16:51.510,28/10/2025,"10:16",,Dep. Aécio Neves- Anexo: x Gabinete: 20
2061897,2,Anexo II - A,2025-10-28 10:15:49.517,28/10/2025,"10:15",29,Salão Verde
2061898,8,Anexo IV - G,2025-10-28 10:15:53.640,28/10/2025,"10:15",,Sala: 106
2061899,4,Anexo IV - A,2025-10-28 10:16:08.490,28/10/2025,"10:16",,Dep. Aluisio Mendes- Anexo: 4 Gabinete: 931
2061900,4,Anexo IV - A,2025-10-28 10:16:11.260,28/10/2025,"10:16",,Dep. Gilson Daniel- Anexo: 4 Gabinete: 433
2061901,2,Anexo II - A,2025-10-28 10:16:22.930,28/10/2025,"10:16",,Dep. Ribamar Silva- Anexo: 4 Gabinete: 904
2061902,3,Anexo III,2025-10-28 10:16:30.860,28/10/2025,"10:16",,Dep. Nikolas Ferreira- Anexo: 4 Gabinete: 743
2061891,4,Anexo IV - A,2025-10-28 10:15:02.893,28/10/2025,"10:15",,Dep. Silvia Cristina- Anexo: 4 Gabinete: 524
2061892,4,Anexo IV - A,2025-10-28 10:15:08.517,28/10/2025,"10:15",,Dep. Silvia Cristina- Anexo: 4 Gabinete: 524
2061893,4,Anexo IV - A,2025-10-28 10:15:21.387,28/10/2025,"10:15",,Dep. Silvia Cristina- Anexo: 4 Gabinete: 524
2061894,2,Anexo II - A,2025-10-28 10:15:31.837,28/10/2025,"10:15",18,Auditório Nereu Ramos
2061895,2,Anexo II - A,2025-10-28 10:15:41.847,28/10/2025,"10:15",2,Plenário 2
2061896,3,Anexo III,2025-10-28 10:15:45.287,28/10/2025,"10:15",,Dep. Maria do Rosário- Anexo: 4 Gabinete: 312
2061885,2,Anexo II - A,2025-10-28 10:14:35.603,28/10/2025,"10:14",2,Plenário 2
2061886,4,Anexo IV - A,2025-10-28 10:14:37.100,28/10/2025,"10:14",,Dep. Luiz Couto- Anexo: 4 Gabinete: 442
2061887,4,Anexo IV - A,2025-10-28 10:14:42.007,28/10/2025,"10:14",,Dep. João Carlos Bacelar- Anexo: 4 Gabinete: 928
2061888,3,Anexo III,2025-10-28 10:14:48.777,28/10/2025,"10:14",20,Restaurante
2061889,3,Anexo III,2025-10-28 10:14:54.493,28/10/2025,"10:14",,Dep. Maria do Rosário- Anexo: 4 Gabinete: 312
2061890,2,Anexo II - A,2025-10-28 10:15:01.553,28/10/2025,"10:15",,Dep. Doutor Luizinho- Anexo: 3 Gabinete: 577
2061879,2,Anexo II - A,2025-10-28 10:13:44.553,28/10/2025,"10:13",2,Plenário 2
2061880,4,Anexo IV - A,2025-10-28 10:13:44.753,28/10/2025,"10:13",,Dep. Fausto Pinato- Anexo: 4 Gabinete: 562
2061881,4,Anexo IV - A,2025-10-28 10:14:16.450,28/10/2025,"10:14",,Dep. Ismael- Anexo: 4 Gabinete: 325
2061882,4,Anexo IV - A,2025-10-28 10:14:23.477,28/10/2025,"10:14",,Dep. Silvia Cristina- Anexo: 4 Gabinete: 524
2061883,4,Anexo IV - A,2025-10-28 10:14:24.263,28/10/2025,"10:14",,Dep. Ismael- Anexo: 4 Gabinete: 325
2061884,4,Anexo IV - A,2025-10-28 10:14:25.823,28/10/2025,"10:14",,Dep. Geovania de Sá- Anexo: 4 Gabinete: 418
2061873,4,Anexo IV - A,2025-10-28 10:13:25.237,28/10/2025,"10:13",,Dep. Claudio Cajado- Anexo: 4 Gabinete: 630
2061874,3,Anexo III,2025-10-28 10:13:26.143,28/10/2025,"10:13",,Dep. Maria do Rosário- Anexo: 4 Gabinete: 312
2061875,4,Anexo IV - A,2025-10-28 10:13:28.287,28/10/2025,"10:13",,Dep. Marangoni- Anexo: 4 Gabinete: 609
2061876,4,Anexo IV - A,2025-10-28 10:13:30.153,28/10/2025,"10:13",,Dep. Claudio Cajado- Anexo: 4 Gabinete: 630
2061877,2,Anexo II - A,2025-10-28 10:13:41.123,28/10/2025,"10:13",10,Plenário 10
2061878,4,Anexo IV - A,2025-10-28 10:13:43.390,28/10/2025,"10:13",,Dep. Claudio Cajado- Anexo: 4 Gabinete: 630
2061867,4,Anexo IV - A,2025-10-28 10:12:28.423,28/10/2025,"10:12",,Dep. Silvia Cristina- Anexo: 4 Gabinete: 524
2061868,4,Anexo IV - A,2025-10-28 10:12:28.460,28/10/2025,"10:12",,Dep. Doutor Luizinho- Anexo: 3 Gabinete: 577
2061869,2,Anexo II - A,2025-10-28 10:12:30.743,28/10/2025,"10:12",14,Plenário 14
2061870,4,Anexo IV - A,2025-10-28 10:12:36.837,28/10/2025,"10:12",,LIDERANÇA DO PP
2061871,4,Anexo IV - A,2025-10-28 10:13:00.163,28/10/2025,"10:13",,Dep. Marangoni- Anexo: 4 Gabinete: 609
2061872,3,Anexo III,2025-10-28 10:13:17.347,28/10/2025,"10:13",66,DAS
2061861,2,Anexo II - A,2025-10-28 10:11:39.707,28/10/2025,"10:11",,LID PSOL
2061862,2,Anexo II - A,2025-10-28 10:12:01.863,28/10/2025,"10:12",,liderança do PSOL
2061863,3,Anexo III,2025-10-28 10:12:06.003,28/10/2025,"10:12",20,Restaurante
2061864,4,Anexo IV - A,2025-10-28 10:12:17.203,28/10/2025,"10:12",,Dep. Fausto Pinato- Anexo: 4 Gabinete: 562
2061865,4,Anexo IV - A,2025-10-28 10:12:24.310,28/10/2025,"10:12",,liderança do pt
2061866,4,Anexo IV - A,2025-10-28 10:12:27.963,28/10/2025,"10:12",,Dep. Marangoni- Anexo: 4 Gabinete: 609
2061855,4,Anexo IV - A,2025-10-28 10:11:05.077,28/10/2025,"10:11",,Dep. Silvia Cristina- Anexo: 4 Gabinete: 524
2061856,4,Anexo IV - A,2025-10-28 10:11:10.190,28/10/2025,"10:11",,Dep. Silvia Cristina- Anexo: 4 Gabinete: 524
2061857,8,Anexo IV - G,2025-10-28 10:11:14.047,28/10/2025,"10:11",,Dep. Erika Hilton- Anexo: 4 Gabinete: 636
2061858,4,Anexo IV - A,2025-10-28 10:11:24.597,28/10/2025,"10:11",,Dep. Silvia Cristina- Anexo: 4 Gabinete: 524
2061859,4,Anexo IV - A,2025-10-28 10:11:33.863,28/10/2025,"10:11",,Dep. Silvia Cristina- Anexo: 4 Gabinete: 524
2061860,2,Anexo II - A,2025-10-28 10:11:34.357,28/10/2025,"10:11",,PSOL
2061849,2,Anexo II - A,2025-10-28 10:10:36.910,28/10/2025,"10:10",14,Plenário 14
2061850,3,Anexo III,2025-10-28 10:10:38.273,28/10/2025,"10:10",,CSSP 
2061851,4,Anexo IV - A,2025-10-28 10:10:40.393,28/10/2025,"10:10",,Dep. Silvia Cristina- Anexo: 4 Gabinete: 524
2061852,4,Anexo IV - A,2025-10-28 10:10:41.983,28/10/2025,"10:10",,Dep. Jilmar Tatto- Anexo: 4 Gabinete: 548
2061853,4,Anexo IV - A,2025-10-28 10:10:54.210,28/10/2025,"10:10",,Dep. Silvia Cristina- Anexo: 4 Gabinete: 524
2061854,4,Anexo IV - A,2025-10-28 10:11:00.017,28/10/2025,"10:11",,Dep. Fausto Pinato- Anexo: 4 Gabinete: 562
2061843,2,Anexo II - A,2025-10-28 10:09:03.887,28/10/2025,"10:09",,LID PCDOB
2061844,5,Chapelaria,2025-10-28 10:09:10.673,28/10/2025,"10:09",,Dep. Gilson Marques- Anexo: 4 Gabinete: 431
2061845,8,Anexo IV - G,2025-10-28 10:09:36.063,28/10/2025,"10:09",,BIBLIOTECA
2061846,3,Anexo III,2025-10-28 10:10:13.593,28/10/2025,"10:10",14,Plenário 14
2061847,4,Anexo IV - A,2025-10-28 10:10:13.907,28/10/2025,"10:10",,Dep. Paulo Pimenta- Anexo: 4 Gabinete: 552
2061848,2,Anexo II - A,2025-10-28 10:10:24.533,28/10/2025,"10:10",2,Plenário 2
2061837,4,Anexo IV - A,2025-10-28 10:08:22.337,28/10/2025,"10:08",,Dep. Reginaldo Lopes- Anexo: 4 Gabinete: 426
2061838,4,Anexo IV - A,2025-10-28 10:08:29.373,28/10/2025,"10:08",,Dep. Lídice da Mata- Anexo: 4 Gabinete: 913
2061839,2,Anexo II - A,2025-10-28 10:08:32.463,28/10/2025,"10:08",,PCDOB
2061840,3,Anexo III,2025-10-28 10:08:32.713,28/10/2025,"10:08",,Comissão de Cultura
2061841,4,Anexo IV - A,2025-10-28 10:08:54.083,28/10/2025,"10:08",,Dep. Lídice da Mata- Anexo: 4 Gabinete: 913
2061842,2,Anexo II - A,2025-10-28 10:08:57.363,28/10/2025,"10:08",10,Plenário 10
2061831,2,Anexo II - A,2025-10-28 10:07:31.937,28/10/2025,"10:07",7,Plenário 7
2061832,4,Anexo IV - A,2025-10-28 10:07:48.797,28/10/2025,"10:07",,Dep. Marangoni- Anexo: 4 Gabinete: 609
2061833,2,Anexo II - A,2025-10-28 10:07:49.997,28/10/2025,"10:07",10,Plenário 10
2061834,4,Anexo IV - A,2025-10-28 10:07:57.953,28/10/2025,"10:07",,Dep. Baleia Rossi- Anexo: 4 Gabinete: 829
2061835,4,Anexo IV - A,2025-10-28 10:08:04.557,28/10/2025,"10:08",,Dep. Baleia Rossi- Anexo: 4 Gabinete: 829
2061836,4,Anexo IV - A,2025-10-28 10:08:12.313,28/10/2025,"10:08",,Copa
2061825,4,Anexo IV - A,2025-10-28 10:06:54.733,28/10/2025,"10:06",,Dep. João Cury- Anexo: 3 Gabinete: 132
2061826,4,Anexo IV - A,2025-10-28 10:06:57.083,28/10/2025,"10:06",,Dep. Baleia Rossi- Anexo: 4 Gabinete: 829
2061827,4,Anexo IV - A,2025-10-28 10:07:05.113,28/10/2025,"10:07",,Dep. Baleia Rossi- Anexo: 4 Gabinete: 829
2061828,4,Anexo IV - A,2025-10-28 10:07:10.307,28/10/2025,"10:07",,Dep. Baleia Rossi- Anexo: 4 Gabinete: 829
2061829,4,Anexo IV - A,2025-10-28 10:07:11.500,28/10/2025,"10:07",,Dep. Baleia Rossi- Anexo: 4 Gabinete: 829
2061830,2,Anexo II - A,2025-10-28 10:07:11.677,28/10/2025,"10:07",5,Plenário 5
2061819,5,Chapelaria,2025-10-28 10:06:09.830,28/10/2025,"10:06",,das
2061820,4,Anexo IV - A,2025-10-28 10:06:16.080,28/10/2025,"10:06",,Dep. Reginaldo Lopes- Anexo: 4 Gabinete: 426
2061821,2,Anexo II - A,2025-10-28 10:06:29.423,28/10/2025,"10:06",18,Auditório Nereu Ramos
2061822,2,Anexo II - A,2025-10-28 10:06:34.990,28/10/2025,"10:06",,Dep. Yandra Moura- Anexo: 3 Gabinete: 475
2061823,2,Anexo II - A,2025-10-28 10:06:39.160,28/10/2025,"10:06",,COMISSOES
2061824,8,Anexo IV - G,2025-10-28 10:06:39.780,28/10/2025,"10:06",,Dep. Diego Coronel- Anexo: 4 Gabinete: 754
2061813,8,Anexo IV - G,2025-10-28 10:05:18.117,28/10/2025,"10:05",,Dep. Luciano Vieira- Anexo: 4 Gabinete: 329
2061814,2,Anexo II - A,2025-10-28 10:05:34.410,28/10/2025,"10:05",,COMISSOES
2061815,5,Chapelaria,2025-10-28 10:05:42.523,28/10/2025,"10:05",,Dep. Gilson Marques- Anexo: 4 Gabinete: 431
2061816,2,Anexo II - A,2025-10-28 10:05:44.683,28/10/2025,"10:05",,Banheiro
2061817,2,Anexo II - A,2025-10-28 10:05:46.157,28/10/2025,"10:05",,Dep. Orlando Silva- Anexo: 4 Gabinete: 217
2061818,2,Anexo II - A,2025-10-28 10:06:02.467,28/10/2025,"10:06",,Chapelaria 
2061807,4,Anexo IV - A,2025-10-28 10:04:55.570,28/10/2025,"10:04",,Dep. Lucas Ramos- Anexo: 4 Gabinete: 315
2061808,2,Anexo II - A,2025-10-28 10:04:57.110,28/10/2025,"10:04",,Dep. Orlando Silva- Anexo: 4 Gabinete: 217
2061809,2,Anexo II - A,2025-10-28 10:05:02.843,28/10/2025,"10:05",,Dep. Benedita da Silva- Anexo: 4 Gabinete: 330
2061810,4,Anexo IV - A,2025-10-28 10:05:03.703,28/10/2025,"10:05",,Dep. Soraya Santos- Anexo: 4 Gabinete: 324
2061811,1,Anexo I,2025-10-28 10:05:10.313,28/10/2025,"10:05",,Obra Subsolo
2061812,2,Anexo II - A,2025-10-28 10:05:17.087,28/10/2025,"10:05",19,Biblioteca - CEDI
2061801,8,Anexo IV - G,2025-10-28 10:03:58.033,28/10/2025,"10:03",,Dep. Lincoln Portela- Anexo: 4 Gabinete: 615
2061802,2,Anexo II - A,2025-10-28 10:04:00.333,28/10/2025,"10:04",14,Plenário 14
2061803,2,Anexo II - A,2025-10-28 10:04:28.463,28/10/2025,"10:04",,COMISSOES
2061804,4,Anexo IV - A,2025-10-28 10:04:51.347,28/10/2025,"10:04",,Dep. Soraya Santos- Anexo: 4 Gabinete: 324
2061805,3,Anexo III,2025-10-28 10:04:51.603,28/10/2025,"10:04",6,Plenário 6
2061806,2,Anexo II - A,2025-10-28 10:04:52.593,28/10/2025,"10:04",13,Plenário 13
2061795,4,Anexo IV - A,2025-10-28 10:03:20.307,28/10/2025,"10:03",,Dep. Pedro Paulo- Anexo: 4 Gabinete: 727
2061796,3,Anexo III,2025-10-28 10:03:30.157,28/10/2025,"10:03",,Dep. Afonso Hamm- Anexo: 4 Gabinete: 604
2061797,2,Anexo II - A,2025-10-28 10:03:34.957,28/10/2025,"10:03",18,Auditório Nereu Ramos
2061798,4,Anexo IV - A,2025-10-28 10:03:39.290,28/10/2025,"10:03",,Dep. Julio Cesar Ribeiro- Anexo: 4 Gabinete: 328
2061799,2,Anexo II - A,2025-10-28 10:03:44.983,28/10/2025,"10:03",,COMISSOES
2061800,2,Anexo II - A,2025-10-28 10:03:52.483,28/10/2025,"10:03",10,Plenário 10
2061789,4,Anexo IV - A,2025-10-28 10:02:40.613,28/10/2025,"10:02",,Dep. Júlio Cesar- Anexo: 4 Gabinete: 944
2061790,2,Anexo II - A,2025-10-28 10:02:49.830,28/10/2025,"10:02",27,Plenário Ulysses Guimarães
2061791,4,Anexo IV - A,2025-10-28 10:02:53.517,28/10/2025,"10:02",,"212"
2061792,4,Anexo IV - A,2025-10-28 10:02:58.270,28/10/2025,"10:02",,Dep. Júlio Cesar- Anexo: 4 Gabinete: 944
2061793,3,Anexo III,2025-10-28 10:03:05.383,28/10/2025,"10:03",,FARMÁCIA
2061794,2,Anexo II - A,2025-10-28 10:03:09.443,28/10/2025,"10:03",,COMISSOES
2061783,2,Anexo II - A,2025-10-28 10:02:04.510,28/10/2025,"10:02",,COMISSOES
2061784,3,Anexo III,2025-10-28 10:02:16.857,28/10/2025,"10:02",,restaurante 
2061785,4,Anexo IV - A,2025-10-28 10:02:28.313,28/10/2025,"10:02",,BANHEIRO
2061786,4,Anexo IV - A,2025-10-28 10:02:32.433,28/10/2025,"10:02",,Dep. Aureo Ribeiro- Anexo: 4 Gabinete: 212
2061787,2,Anexo II - A,2025-10-28 10:02:36.603,28/10/2025,"10:02",11,Plenário 11
2061788,2,Anexo II - A,2025-10-28 10:02:39.630,28/10/2025,"10:02",,Dep. Wellington Roberto- Anexo: 4 Gabinete: 514
2061777,2,Anexo II - A,2025-10-28 10:01:20.487,28/10/2025,"10:01",12,Plenário 12
2061778,2,Anexo II - A,2025-10-28 10:01:24.340,28/10/2025,"10:01",,Dep. André Janones- Anexo: 3 Gabinete: 687
2061779,3,Anexo III,2025-10-28 10:01:29.557,28/10/2025,"10:01",,Dep. Daniel Agrobom- Anexo: 3 Gabinete: 572
2061780,2,Anexo II - A,2025-10-28 10:01:32.717,28/10/2025,"10:01",,CME
2061781,3,Anexo III,2025-10-28 10:01:54.297,28/10/2025,"10:01",,Dep. Marcos Pollon- Anexo: 3 Gabinete: 136
2061782,2,Anexo II - A,2025-10-28 10:01:56.643,28/10/2025,"10:01",7,Plenário 7
2061771,2,Anexo II - A,2025-10-28 10:00:36.033,28/10/2025,"10:00",10,Plenário 10
2061772,4,Anexo IV - A,2025-10-28 10:00:37.353,28/10/2025,"10:00",,Dep. Aureo Ribeiro- Anexo: 4 Gabinete: 212
2061773,2,Anexo II - A,2025-10-28 10:00:53.340,28/10/2025,"10:00",,Sala: 168
2061774,8,Anexo IV - G,2025-10-28 10:01:12.443,28/10/2025,"10:01",,Dep. Daniela Reinehr- Anexo: 3 Gabinete: 677
2061775,2,Anexo II - A,2025-10-28 10:01:17.140,28/10/2025,"10:01",7,Plenário 7
2061776,4,Anexo IV - A,2025-10-28 10:01:19.843,28/10/2025,"10:01",,Dep. Aureo Ribeiro- Anexo: 4 Gabinete: 212
2061764,5,Chapelaria,2025-10-28 09:59:51.530,28/10/2025,"09:59",,Dep. Gilson Marques- Anexo: 4 Gabinete: 431
2061765,4,Anexo IV - A,2025-10-28 09:59:52.853,28/10/2025,"09:59",,Dep. Covatti Filho- Anexo: 4 Gabinete: 228
2061766,2,Anexo II - A,2025-10-28 09:59:54.377,28/10/2025,"09:59",10,Plenário 10
2061768,5,Chapelaria,2025-10-28 10:00:20.777,28/10/2025,"10:00",,Dep. Gilson Marques- Anexo: 4 Gabinete: 431
2061769,2,Anexo II - A,2025-10-28 10:00:30.550,28/10/2025,"10:00",14,Plenário 14
2061770,5,Chapelaria,2025-10-28 10:00:34.663,28/10/2025,"10:00",,Dep. Gilson Marques- Anexo: 4 Gabinete: 431
2061758,4,Anexo IV - A,2025-10-28 09:59:27.807,28/10/2025,"09:59",,Sala: 242
2061759,2,Anexo II - A,2025-10-28 09:59:38.057,28/10/2025,"09:59",10,Plenário 10
2061760,4,Anexo IV - A,2025-10-28 09:59:45.880,28/10/2025,"09:59",,Dep. Covatti Filho- Anexo: 4 Gabinete: 228
2061761,1,Anexo I,2025-10-28 09:59:47.047,28/10/2025,"09:59",46,Salão Negro
2061762,4,Anexo IV - A,2025-10-28 09:59:50.383,28/10/2025,"09:59",49,Auditório Freitas Nobre
2061763,2,Anexo II - A,2025-10-28 09:59:51.353,28/10/2025,"09:59",14,Plenário 14
2061752,4,Anexo IV - A,2025-10-28 09:58:50.360,28/10/2025,"09:58",49,Auditório Freitas Nobre
2061753,5,Chapelaria,2025-10-28 09:59:02.070,28/10/2025,"09:59",,Dep. Gilson Marques- Anexo: 4 Gabinete: 431
2061754,4,Anexo IV - A,2025-10-28 09:59:04.283,28/10/2025,"09:59",,Dep. Dilvanda Faro- Anexo: 4 Gabinete: 723
2061755,3,Anexo III,2025-10-28 09:59:06.573,28/10/2025,"09:59",,Dep. Jorge Solla- Anexo: 3 Gabinete: 134
2061756,4,Anexo IV - A,2025-10-28 09:59:10.933,28/10/2025,"09:59",,Dep. Coronel Fernanda- Anexo: 4 Gabinete: 242
2061757,2,Anexo II - A,2025-10-28 09:59:13.487,28/10/2025,"09:59",13,Plenário 13
2061746,4,Anexo IV - A,2025-10-28 09:58:16.600,28/10/2025,"09:58",,Dep. Dal Barreto- Anexo: 4 Gabinete: 520
2061747,2,Anexo II - A,2025-10-28 09:58:24.967,28/10/2025,"09:58",18,Auditório Nereu Ramos
2061748,2,Anexo II - A,2025-10-28 09:58:29.030,28/10/2025,"09:58",,COMISSOES
2061749,4,Anexo IV - A,2025-10-28 09:58:38.567,28/10/2025,"09:58",,Dep. Dilvanda Faro- Anexo: 4 Gabinete: 723
2061750,4,Anexo IV - A,2025-10-28 09:58:43.857,28/10/2025,"09:58",,Dep. Lenir de Assis- Anexo: 4 Gabinete: 232
2061751,5,Chapelaria,2025-10-28 09:58:49.980,28/10/2025,"09:58",,Dep. Gilson Marques- Anexo: 4 Gabinete: 431
2061740,3,Anexo III,2025-10-28 09:58:02.197,28/10/2025,"09:58",18,Auditório Nereu Ramos
2061741,5,Chapelaria,2025-10-28 09:58:06.967,28/10/2025,"09:58",,lid. da solidariedade
2061742,5,Chapelaria,2025-10-28 09:58:07.573,28/10/2025,"09:58",,LIDERANÇA SOLIDARIEDA
2061743,4,Anexo IV - A,2025-10-28 09:58:11.223,28/10/2025,"09:58",,Dep. Fernando Coelho Filho- Anexo: 4 Gabinete: 662
2061744,4,Anexo IV - A,2025-10-28 09:58:15.063,28/10/2025,"09:58",,Dep. Danilo Forte- Anexo: 4 Gabinete: 219
2061745,4,Anexo IV - A,2025-10-28 09:58:16.317,28/10/2025,"09:58",,Dep. Dilvanda Faro- Anexo: 4 Gabinete: 723
2061734,4,Anexo IV - A,2025-10-28 09:57:24.957,28/10/2025,"09:57",,Dep. Sargento Portugal- Anexo: 4 Gabinete: 527
2061735,4,Anexo IV - A,2025-10-28 09:57:27.933,28/10/2025,"09:57",,Dep. Luiz Carlos Motta- Anexo: 4 Gabinete: 818
2061736,5,Chapelaria,2025-10-28 09:57:29.490,28/10/2025,"09:57",,LIDERANÇA SOLIDARIEDA
2061737,2,Anexo II - A,2025-10-28 09:57:42.340,28/10/2025,"09:57",18,Auditório Nereu Ramos
2061738,4,Anexo IV - A,2025-10-28 09:57:46.653,28/10/2025,"09:57",,Dep. Dilvanda Faro- Anexo: 4 Gabinete: 723
2061739,4,Anexo IV - A,2025-10-28 09:57:55.977,28/10/2025,"09:57",,Dep. Dilvanda Faro- Anexo: 4 Gabinete: 723
2061728,3,Anexo III,2025-10-28 09:56:28.330,28/10/2025,"09:56",,Dep. Duarte Jr.- Anexo: 4 Gabinete: 344
2061729,2,Anexo II - A,2025-10-28 09:56:32.623,28/10/2025,"09:56",67,Espaço Mário Covas
2061730,5,Chapelaria,2025-10-28 09:56:40.043,28/10/2025,"09:56",,Dep. Gilson Marques- Anexo: 4 Gabinete: 431
2061731,3,Anexo III,2025-10-28 09:56:45.410,28/10/2025,"09:56",,Dep. Coronel Chrisóstomo- Anexo: 3 Gabinete: 672
2061732,4,Anexo IV - A,2025-10-28 09:57:02.310,28/10/2025,"09:57",,Dep. Danilo Forte- Anexo: 4 Gabinete: 219
2061733,5,Chapelaria,2025-10-28 09:57:14.707,28/10/2025,"09:57",,Dep. Gilson Marques- Anexo: 4 Gabinete: 431
2061722,5,Chapelaria,2025-10-28 09:56:10.557,28/10/2025,"09:56",,Dep. Gilson Marques- Anexo: 4 Gabinete: 431
2061723,4,Anexo IV - A,2025-10-28 09:56:11.013,28/10/2025,"09:56",,Dep. Paulo Pimenta- Anexo: 4 Gabinete: 552
2061724,5,Chapelaria,2025-10-28 09:56:16.520,28/10/2025,"09:56",,Dep. Gilson Marques- Anexo: 4 Gabinete: 431
2061725,3,Anexo III,2025-10-28 09:56:18.087,28/10/2025,"09:56",29,Salão Verde
2061726,2,Anexo II - A,2025-10-28 09:56:21.083,28/10/2025,"09:56",,C. CULTURA
2061727,4,Anexo IV - A,2025-10-28 09:56:24.213,28/10/2025,"09:56",,Dep. Danilo Forte- Anexo: 4 Gabinete: 219
2061716,3,Anexo III,2025-10-28 09:55:40.563,28/10/2025,"09:55",,CORONEL MEIRA
2061717,3,Anexo III,2025-10-28 09:55:42.980,28/10/2025,"09:55",,Dep. Delegado Éder Mauro- Anexo: 3 Gabinete: 884
2061718,2,Anexo II - A,2025-10-28 09:55:48.440,28/10/2025,"09:55",18,Auditório Nereu Ramos
2061719,3,Anexo III,2025-10-28 09:55:55.137,28/10/2025,"09:55",,LID DO CIDADANIA 
2061720,2,Anexo II - A,2025-10-28 09:55:56.350,28/10/2025,"09:55",18,Auditório Nereu Ramos
2061721,2,Anexo II - A,2025-10-28 09:56:01.177,28/10/2025,"09:56",,Exposição
2061710,2,Anexo II - A,2025-10-28 09:54:51.613,28/10/2025,"09:54",1,Plenário 1
2061711,2,Anexo II - A,2025-10-28 09:54:56.687,28/10/2025,"09:54",,COMISSOES
